"","sort.n4gramstats..decreasing...T.","last"
"2160",12,"but a lot of"
"2161",12,"but for some reason"
"2162",12,"but i feel like"
"2163",12,"but if you want"
"2164",12,"but im not sure"
"2165",12,"but it is a"
"2166",12,"but it is not"
"2167",12,"but it would be"
"2168",12,"but other than that"
"2169",12,"but there was a"
"2170",12,"by the associated press"
"2171",12,"by the time we"
"2172",12,"by the way the"
"2173",12,"can do to help"
"2174",12,"can you please follow"
"2175",12,"cant wait for this"
"2176",12,"check out our new"
"2177",12,"check out the new"
"2178",12,"contributed to this story"
"2179",12,"did you see the"
"2180",12,"do not have a"
"2181",12,"does not have a"
"2182",12,"dont be afraid to"
"2183",12,"dont know how much"
"2184",12,"dont think i can"
"2185",12,"dont want to get"
"2186",12,"every now and then"
"2187",12,"excited to be a"
"2188",12,"falling in love with"
"2189",12,"fat g saturated fat"
"2190",12,"fat mg cholesterol g"
"2191",12,"feels good to be"
"2192",12,"few years ago i"
"2193",12,"figure out a way"
"2194",12,"follow me i love"
"2195",12,"food and drug administration"
"2196",12,"for me to be"
"2197",12,"for much of the"
"2198",12,"for the new year"
"2199",12,"for the next few"
"2200",12,"for those who have"
"2201",12,"from one of the"
"2202",12,"g fiber mg sodium"
"2203",12,"go all the way"
"2204",12,"go check it out"
"2205",12,"going to be there"
"2206",12,"going to take a"
"2207",12,"gonna be a long"
"2208",12,"good luck on your"
"2209",12,"good luck to all"
"2210",12,"good place to start"
"2211",12,"happy new year to"
"2212",12,"have a wonderful day"
"2213",12,"have an opportunity to"
"2214",12,"have nothing to do"
"2215",12,"have the courage to"
"2216",12,"have to admit that"
"2217",12,"have to go back"
"2218",12,"have to say i"
"2219",12,"havent been on twitter"
"2220",12,"he has not been"
"2221",12,"he said in a"
"2222",12,"he wanted to be"
"2223",12,"here we go again"
"2224",12,"how many times i"
"2225",12,"i always wanted to"
"2226",12,"i can think of"
"2227",12,"i cant believe it"
"2228",12,"i do not have"
"2229",12,"i dont think ive"
"2230",12,"i dont think the"
"2231",12,"i found out that"
"2232",12,"i had a dream"
"2233",12,"i had to make"
"2234",12,"i have been in"
"2235",12,"i have been trying"
"2236",12,"i have to wait"
"2237",12,"i havent been on"
"2238",12,"i know i have"
"2239",12,"i know what you"
"2240",12,"i may or may"
"2241",12,"i need more followers"
"2242",12,"i need to find"
"2243",12,"i think that is"
"2244",12,"i think they are"
"2245",12,"i thought he was"
"2246",12,"i thought you were"
"2247",12,"i wanted to go"
"2248",12,"i was at the"
"2249",12,"i will not be"
"2250",12,"id love to hear"
"2251",12,"if it wasnt for"
"2252",12,"if there was a"
"2253",12,"if you dont know"
"2254",12,"illinois incorporated in item"
"2255",12,"im going to try"
"2256",12,"im just trying to"
"2257",12,"im so glad i"
"2258",12,"in front of his"
"2259",12,"in front of you"
"2260",12,"in iraq and afghanistan"
"2261",12,"in just a few"
"2262",12,"in my life and"
"2263",12,"in the absence of"
"2264",12,"in the country and"
"2265",12,"in the end it"
"2266",12,"in the eyes of"
"2267",12,"in the face and"
"2268",12,"in the morning to"
"2269",12,"in the ncaa tournament"
"2270",12,"in the past i"
"2271",12,"in the rest of"
"2272",12,"in the shape of"
"2273",12,"in the summer of"
"2274",12,"in the top of"
"2275",12,"in time for the"
"2276",12,"in us district court"
"2277",12,"is a list of"
"2278",12,"is in the air"
"2279",12,"is likely to be"
"2280",12,"is made up of"
"2281",12,"is so much more"
"2282",12,"is the kind of"
"2283",12,"it is for the"
"2284",12,"it reminds me of"
"2285",12,"it took me a"
"2286",12,"it was a bit"
"2287",12,"it was hard to"
"2288",12,"it was the same"
"2289",12,"it will be the"
"2290",12,"it would be like"
"2291",12,"it would be nice"
"2292",12,"just a couple of"
"2293",12,"just got out of"
"2294",12,"know a lot of"
"2295",12,"know how much i"
"2296",12,"know if you have"
"2297",12,"know what i mean"
"2298",12,"know what you mean"
"2299",12,"know where to start"
"2300",12,"last night at the"
"2301",12,"last time i saw"
"2302",12,"like the idea of"
"2303",12,"like the rest of"
"2304",12,"little bit of a"
"2305",12,"live up to the"
"2306",12,"looking forward to getting"
"2307",12,"make sure that you"
"2308",12,"makes me think of"
"2309",12,"may have been the"
"2310",12,"me and i will"
"2311",12,"me out of the"
"2312",12,"me thanks for the"
"2313",12,"me to go to"
"2314",12,"mean the world to"
"2315",12,"much as i can"
"2316",12,"much as i do"
"2317",12,"my job is to"
"2318",12,"need to do to"
"2319",12,"need to have a"
"2320",12,"need to make sure"
"2321",12,"never be able to"
"2322",12,"not sure if i"
"2323",12,"not the first time"
"2324",12,"of people in the"
"2325",12,"of the board of"
"2326",12,"of the day and"
"2327",12,"of the year the"
"2328",12,"oh oh oh oh"
"2329",12,"on my way home"
"2330",12,"on our way to"
"2331",12,"on the cover of"
"2332",12,"on the day of"
"2333",12,"on the flip side"
"2334",12,"on the left side"
"2335",12,"on the top of"
"2336",12,"on the way out"
"2337",12,"on to the next"
"2338",12,"on top of it"
"2339",12,"one of my best"
"2340",12,"one side of the"
"2341",12,"only a handful of"
"2342",12,"or may not have"
"2343",12,"part of the day"
"2344",12,"percent from the field"
"2345",12,"please let us know"
"2346",12,"president and chief executive"
"2347",12,"proud to be a"
"2348",12,"quote of the day"
"2349",12,"saturated fat mg cholesterol"
"2350",12,"so excited for the"
"2351",12,"so excited to see"
"2352",12,"so far this year"
"2353",12,"so it was a"
"2354",12,"so looking forward to"
"2355",12,"so that we can"
"2356",12,"sorry for your loss"
"2357",12,"taken to a hospital"
"2358",12,"talking on the phone"
"2359",12,"tell us what you"
"2360",12,"thank you for coming"
"2361",12,"thanks for the kind"
"2362",12,"that he was not"
"2363",12,"that he was the"
"2364",12,"that i have been"
"2365",12,"that i would have"
"2366",12,"that most of the"
"2367",12,"that they are not"
"2368",12,"that would be great"
"2369",12,"thats going to be"
"2370",12,"the back of his"
"2371",12,"the best part is"
"2372",12,"the bottom of my"
"2373",12,"the fact that there"
"2374",12,"the first thing i"
"2375",12,"the first time and"
"2376",12,"the impact of the"
"2377",12,"the last time he"
"2378",12,"the next few months"
"2379",12,"the next time you"
"2380",12,"the oven to degrees"
"2381",12,"the past two years"
"2382",12,"the people in the"
"2383",12,"the results of the"
"2384",12,"the rock and roll"
"2385",12,"the same way that"
"2386",12,"the shape of a"
"2387",12,"the st louis area"
"2388",12,"the state of the"
"2389",12,"the sun is shining"
"2390",12,"the title of this"
"2391",12,"the university of chicago"
"2392",12,"the way back to"
"2393",12,"the way you are"
"2394",12,"the word of god"
"2395",12,"there are more than"
"2396",12,"there are times when"
"2397",12,"there seems to be"
"2398",12,"there were a few"
"2399",12,"they were going to"
"2400",12,"think it will be"
"2401",12,"think this is the"
"2402",12,"this is crazy but"
"2403",12,"this is the last"
"2404",12,"this is why i"
"2405",12,"to add to the"
"2406",12,"to be the most"
"2407",12,"to be with you"
"2408",12,"to come out of"
"2409",12,"to do so i"
"2410",12,"to do the right"
"2411",12,"to do with my"
"2412",12,"to get back into"
"2413",12,"to get off the"
"2414",12,"to get out and"
"2415",12,"to get them to"
"2416",12,"to get used to"
"2417",12,"to have a little"
"2418",12,"to hold on to"
"2419",12,"to look like a"
"2420",12,"to make the most"
"2421",12,"to me and i"
"2422",12,"to pick up some"
"2423",12,"to point out that"
"2424",12,"to say goodbye to"
"2425",12,"to see if he"
"2426",12,"to see if they"
"2427",12,"to see what you"
"2428",12,"to see you guys"
"2429",12,"to share it with"
"2430",12,"to sign up for"
"2431",12,"to take on the"
"2432",12,"to tell me that"
"2433",12,"to think about the"
"2434",12,"to work in the"
"2435",12,"to years in prison"
"2436",12,"too much to ask"
"2437",12,"toward the end of"
"2438",12,"trying to get to"
"2439",12,"up the great work"
"2440",12,"up with the idea"
"2441",12,"vice president joe biden"
"2442",12,"wait to see it"
"2443",12,"want to be on"
"2444",12,"want to go back"
"2445",12,"was a little bit"
"2446",12,"was going to do"
"2447",12,"was going to happen"
"2448",12,"was one of my"
"2449",12,"was the kind of"
"2450",12,"was the result of"
"2451",12,"we can help you"
"2452",12,"we dont want to"
"2453",12,"we have a great"
"2454",12,"we have to go"
"2455",12,"we want to be"
"2456",12,"we want to see"
"2457",12,"what happened to the"
"2458",12,"what you are doing"
"2459",12,"whats the difference between"
"2460",12,"which is why i"
"2461",12,"who came out to"
"2462",12,"why do i have"
"2463",12,"will never be the"
"2464",12,"wish i could go"
"2465",12,"wish i was in"
"2466",12,"with a era in"
"2467",12,"you are having a"
"2468",12,"you are trying to"
"2469",12,"you can do to"
"2470",12,"you do not have"
"2471",12,"you don’t have to"
"2472",12,"you for all your"
"2473",12,"you going to be"
"2474",12,"you think of the"
"2475",12,"you think you are"
"2476",12,"you want to get"
"2477",11,"a cup of coffee"
"2478",11,"a day in the"
"2479",11,"a hole in the"
"2480",11,"a long list of"
"2481",11,"a long way from"
"2482",11,"a lot about the"
"2483",11,"a man and a"
"2484",11,"a man who has"
"2485",11,"a mi run with"
"2486",11,"a part of me"
"2487",11,"a piece of paper"
"2488",11,"a piece of the"
"2489",11,"a room full of"
"2490",11,"a visit to the"
"2491",11,"about the importance of"
"2492",11,"all part of the"
"2493",11,"and all the other"
"2494",11,"and be able to"
"2495",11,"and go back to"
"2496",11,"and i do not"
"2497",11,"and i hope you"
"2498",11,"and i look forward"
"2499",11,"and there will be"
"2500",11,"and to be honest"
"2501",11,"and we need to"
"2502",11,"anything i can do"
"2503",11,"appeared to be a"
"2504",11,"are a few of"
"2505",11,"are some of your"
"2506",11,"are the ones that"
"2507",11,"are you looking for"
"2508",11,"are you talking about"
"2509",11,"are you trying to"
"2510",11,"are your thoughts on"
"2511",11,"as long as we"
"2512",11,"as much as million"
"2513",11,"as soon as you"
"2514",11,"at a time and"
"2515",11,"at some of the"
"2516",11,"at the front of"
"2517",11,"at the intersection of"
"2518",11,"at the time it"
"2519",11,"be able to find"
"2520",11,"be able to say"
"2521",11,"be found in the"
"2522",11,"because there is no"
"2523",11,"been waiting for this"
"2524",11,"but as soon as"
"2525",11,"but at the end"
"2526",11,"but i dont have"
"2527",11,"but i think its"
"2528",11,"but it was the"
"2529",11,"but that is not"
"2530",11,"by the time the"
"2531",11,"by the time you"
"2532",11,"cant get enough of"
"2533",11,"caught up in the"
"2534",11,"city of st louis"
"2535",11,"do a great job"
"2536",11,"do you feel about"
"2537",11,"doing a great job"
"2538",11,"doing the same thing"
"2539",11,"dont know what i"
"2540",11,"dont know what it"
"2541",11,"dont you just love"
"2542",11,"during the day and"
"2543",11,"end of the season"
"2544",11,"everyone else in the"
"2545",11,"fallen in love with"
"2546",11,"favorite part of the"
"2547",11,"felt like it was"
"2548",11,"find it hard to"
"2549",11,"first day of the"
"2550",11,"follow looking forward to"
"2551",11,"for a number of"
"2552",11,"for a variety of"
"2553",11,"for all the support"
"2554",11,"for more information or"
"2555",11,"for more than two"
"2556",11,"for the last few"
"2557",11,"for the life of"
"2558",11,"for the new york"
"2559",11,"for the past two"
"2560",11,"for the rt and"
"2561",11,"for the rt the"
"2562",11,"forward to a great"
"2563",11,"from here on out"
"2564",11,"from pm to pm"
"2565",11,"from the top of"
"2566",11,"game of the season"
"2567",11,"get back on the"
"2568",11,"go back to work"
"2569",11,"go for a walk"
"2570",11,"go out there and"
"2571",11,"go to the gym"
"2572",11,"going to be great"
"2573",11,"good luck to you"
"2574",11,"had a great weekend"
"2575",11,"had to do was"
"2576",11,"has been on the"
"2577",11,"has been one of"
"2578",11,"has got to be"
"2579",11,"have a good one"
"2580",11,"have been in the"
"2581",11,"have to get a"
"2582",11,"have to take a"
"2583",11,"have you ever been"
"2584",11,"having a great day"
"2585",11,"he has been a"
"2586",11,"he told me that"
"2587",11,"hope you like it"
"2588",11,"how did you get"
"2589",11,"how many of you"
"2590",11,"how to use the"
"2591",11,"hundreds of millions of"
"2592",11,"i also want to"
"2593",11,"i am a huge"
"2594",11,"i am a little"
"2595",11,"i am excited to"
"2596",11,"i am in love"
"2597",11,"i am so thankful"
"2598",11,"i am sure you"
"2599",11,"i can do this"
"2600",11,"i can hear the"
"2601",11,"i cant think of"
"2602",11,"i did not know"
"2603",11,"i didnt have to"
"2604",11,"i do not know"
"2605",11,"i dont care about"
"2606",11,"i dont know but"
"2607",11,"i dont like to"
"2608",11,"i feel like it"
"2609",11,"i feel like ive"
"2610",11,"i go to the"
"2611",11,"i guess i should"
"2612",11,"i had a blast"
"2613",11,"i had to be"
"2614",11,"i hate that i"
"2615",11,"i have come to"
"2616",11,"i have to make"
"2617",11,"i havent had a"
"2618",11,"i hope that you"
"2619",11,"i hope you get"
"2620",11,"i hope you will"
"2621",11,"i just dont want"
"2622",11,"i knew i was"
"2623",11,"i know a lot"
"2624",11,"i know what i"
"2625",11,"i learned how to"
"2626",11,"i love me some"
"2627",11,"i love that song"
"2628",11,"i love you guys"
"2629",11,"i spent a lot"
"2630",11,"i think i like"
"2631",11,"i think i need"
"2632",11,"i think its time"
"2633",11,"i think we should"
"2634",11,"i thought i could"
"2635",11,"i want it to"
"2636",11,"i want them to"
"2637",11,"i want to give"
"2638",11,"i want to hear"
"2639",11,"i will never forget"
"2640",11,"i will tell you"
"2641",11,"i wish it was"
"2642",11,"i woke up and"
"2643",11,"if only i could"
"2644",11,"if you can find"
"2645",11,"if you don’t have"
"2646",11,"if you dont want"
"2647",11,"if you havent seen"
"2648",11,"if you were to"
"2649",11,"if youre interested in"
"2650",11,"im going to do"
"2651",11,"in a letter to"
"2652",11,"in charge of the"
"2653",11,"in comparison to the"
"2654",11,"in light of the"
"2655",11,"in love with a"
"2656",11,"in my living room"
"2657",11,"in new jersey and"
"2658",11,"in one of those"
"2659",11,"in the area of"
"2660",11,"in the city and"
"2661",11,"in the context of"
"2662",11,"in the fall of"
"2663",11,"in the last three"
"2664",11,"in the lives of"
"2665",11,"in the presence of"
"2666",11,"in the second period"
"2667",11,"in the state of"
"2668",11,"in the words of"
"2669",11,"into the world of"
"2670",11,"is a part of"
"2671",11,"is going on in"
"2672",11,"is it possible to"
"2673",11,"is on its way"
"2674",11,"is such a great"
"2675",11,"is the best way"
"2676",11,"it is also a"
"2677",11,"it is difficult to"
"2678",11,"it is the most"
"2679",11,"it is time for"
"2680",11,"it is to be"
"2681",11,"it must have been"
"2682",11,"it occurred to me"
"2683",11,"it really is a"
"2684",11,"it turned out to"
"2685",11,"it turns out that"
"2686",11,"it was a long"
"2687",11,"it was a nice"
"2688",11,"it was like a"
"2689",11,"it was the best"
"2690",11,"it was too late"
"2691",11,"it will be interesting"
"2692",11,"it would be great"
"2693",11,"it would have to"
"2694",11,"it would make my"
"2695",11,"its good to be"
"2696",11,"its not too late"
"2697",11,"its that time of"
"2698",11,"just met you and"
"2699",11,"just one of those"
"2700",11,"just trying to get"
"2701",11,"just want to be"
"2702",11,"know that i am"
"2703",11,"know what you are"
"2704",11,"last time i was"
"2705",11,"less than a week"
"2706",11,"let it sit for"
"2707",11,"like it or not"
"2708",11,"like to think of"
"2709",11,"looking forward to hearing"
"2710",11,"made the decision to"
"2711",11,"make sure you are"
"2712",11,"many of you have"
"2713",11,"matter how many times"
"2714",11,"may be the most"
"2715",11,"me feel like i"
"2716",11,"meant to be a"
"2717",11,"mg cholesterol g protein"
"2718",11,"more than in the"
"2719",11,"my goal is to"
"2720",11,"need to make a"
"2721",11,"need to work on"
"2722",11,"no matter how much"
"2723",11,"no matter what the"
"2724",11,"not a lot of"
"2725",11,"of course you can"
"2726",11,"of my best friends"
"2727",11,"of people who are"
"2728",11,"of the same name"
"2729",11,"of the time it"
"2730",11,"off the top of"
"2731",11,"oh my god i"
"2732",11,"on our facebook page"
"2733",11,"on some of the"
"2734",11,"on the block of"
"2735",11,"on the campaign trail"
"2736",11,"on the grounds of"
"2737",11,"on the way back"
"2738",11,"one of the citys"
"2739",11,"one of the nations"
"2740",11,"one of the worst"
"2741",11,"one way or the"
"2742",11,"or all of the"
"2743",11,"or cents per share"
"2744",11,"out a way to"
"2745",11,"out of the hospital"
"2746",11,"over the last two"
"2747",11,"over the next two"
"2748",11,"over the past years"
"2749",11,"over the years and"
"2750",11,"person in the world"
"2751",11,"preheat the oven to"
"2752",11,"president and ceo of"
"2753",11,"probably one of the"
"2754",11,"remember the last time"
"2755",11,"rest of your life"
"2756",11,"said he wanted to"
"2757",11,"said in a news"
"2758",11,"said one of the"
"2759",11,"so far as to"
"2760",11,"so happy to be"
"2761",11,"so happy to have"
"2762",11,"so that i could"
"2763",11,"so to my new"
"2764",11,"so you can see"
"2765",11,"than a year ago"
"2766",11,"that i dont have"
"2767",11,"that the number of"
"2768",11,"that time of year"
"2769",11,"that was the case"
"2770",11,"that we have a"
"2771",11,"the amount of money"
"2772",11,"the attention of the"
"2773",11,"the base of the"
"2774",11,"the board of education"
"2775",11,"the bottom line is"
"2776",11,"the city and the"
"2777",11,"the city of st"
"2778",11,"the easiest way to"
"2779",11,"the end of his"
"2780",11,"the end of my"
"2781",11,"the fact that she"
"2782",11,"the finishing touches on"
"2783",11,"the first time it"
"2784",11,"the fuck out of"
"2785",11,"the goal is to"
"2786",11,"the gulf of mexico"
"2787",11,"the heat of the"
"2788",11,"the idea is to"
"2789",11,"the lack of a"
"2790",11,"the last few weeks"
"2791",11,"the lives of the"
"2792",11,"the men and women"
"2793",11,"the national association of"
"2794",11,"the new york city"
"2795",11,"the news of the"
"2796",11,"the next two weeks"
"2797",11,"the ohio department of"
"2798",11,"the one with the"
"2799",11,"the other day and"
"2800",11,"the other end of"
"2801",11,"the other hand the"
"2802",11,"the outcome of the"
"2803",11,"the past few days"
"2804",11,"the past five years"
"2805",11,"the people of the"
"2806",11,"the result is a"
"2807",11,"the source of the"
"2808",11,"the spirit of the"
"2809",11,"the task at hand"
"2810",11,"the things that i"
"2811",11,"the top of his"
"2812",11,"the united states the"
"2813",11,"the university of colorado"
"2814",11,"them out of the"
"2815",11,"there are very few"
"2816",11,"there is also a"
"2817",11,"there is not a"
"2818",11,"there needs to be"
"2819",11,"they are the ones"
"2820",11,"things you can do"
"2821",11,"this is my first"
"2822",11,"this is the only"
"2823",11,"this would be a"
"2824",11,"thx for the follow"
"2825",11,"time in my life"
"2826",11,"to be the first"
"2827",11,"to come back and"
"2828",11,"to come out and"
"2829",11,"to deal with it"
"2830",11,"to do in the"
"2831",11,"to do it i"
"2832",11,"to figure out the"
"2833",11,"to find ways to"
"2834",11,"to get it right"
"2835",11,"to give you a"
"2836",11,"to hear about your"
"2837",11,"to know how to"
"2838",11,"to know more about"
"2839",11,"to let us know"
"2840",11,"to live in the"
"2841",11,"to make room for"
"2842",11,"to make sure they"
"2843",11,"to me in the"
"2844",11,"to pick up a"
"2845",11,"to reach out to"
"2846",11,"to say that it"
"2847",11,"to see what they"
"2848",11,"to sit down and"
"2849",11,"to the other side"
"2850",11,"to the side of"
"2851",11,"to think of a"
"2852",11,"today thanks for the"
"2853",11,"towards the end of"
"2854",11,"up in the air"
"2855",11,"wait for the next"
"2856",11,"wait to go to"
"2857",11,"walked out of the"
"2858",11,"want to make a"
"2859",11,"want to see the"
"2860",11,"wanted to do something"
"2861",11,"wants to be a"
"2862",11,"was going to have"
"2863",11,"was part of the"
"2864",11,"was so much fun"
"2865",11,"was taken to a"
"2866",11,"way or the other"
"2867",11,"we just need to"
"2868",11,"we were in the"
"2869",11,"we will have to"
"2870",11,"were looking for a"
"2871",11,"were not going to"
"2872",11,"what did i do"
"2873",11,"what do you mean"
"2874",11,"what does that mean"
"2875",11,"what it was like"
"2876",11,"what we can do"
"2877",11,"when are you coming"
"2878",11,"when i look at"
"2879",11,"when i saw the"
"2880",11,"while at the same"
"2881",11,"who is your favorite"
"2882",11,"will be a great"
"2883",11,"will be a lot"
"2884",11,"wish i was there"
"2885",11,"with a series of"
"2886",11,"with all my heart"
"2887",11,"with friends and family"
"2888",11,"woke up this morning"
"2889",11,"word of the day"
"2890",11,"would be great to"
"2891",11,"would have loved to"
"2892",11,"you all have a"
"2893",11,"you are willing to"
"2894",11,"you can get a"
"2895",11,"you can make a"
"2896",11,"you can make it"
"2897",11,"you can think of"
"2898",11,"you know how i"
"2899",11,"you to all the"
"2900",11,"you were able to"
"2901",11,"you wont regret it"
"2902",11,"youre going to be"
"2903",10,"a big role in"
"2904",10,"a change in the"
"2905",10,"a couple of minutes"
"2906",10,"a couple of the"
"2907",10,"a couple years ago"
"2908",10,"a day or two"
"2909",10,"a few of them"
"2910",10,"a group of people"
"2911",10,"a lot of guys"
"2912",10,"a lot of that"
"2913",10,"a lot to do"
"2914",10,"a majority of the"
"2915",10,"a new generation of"
"2916",10,"a part of this"
"2917",10,"a shout out to"
"2918",10,"a small group of"
"2919",10,"a way that is"
"2920",10,"a work in progress"
"2921",10,"about a year ago"
"2922",10,"according to court documents"
"2923",10,"according to the us"
"2924",10,"after all these years"
"2925",10,"all of the time"
"2926",10,"all over the country"
"2927",10,"all the things i"
"2928",10,"all the things that"
"2929",10,"all the way around"
"2930",10,"all well and good"
"2931",10,"all who came out"
"2932",10,"almost all of the"
"2933",10,"am i supposed to"
"2934",10,"am in love with"
"2935",10,"and a bunch of"
"2936",10,"and a handful of"
"2937",10,"and a little bit"
"2938",10,"and by the time"
"2939",10,"and dont forget to"
"2940",10,"and even though i"
"2941",10,"and get ready for"
"2942",10,"and i love it"
"2943",10,"and i need to"
"2944",10,"and i was a"
"2945",10,"and i was like"
"2946",10,"and i went to"
"2947",10,"and if you have"
"2948",10,"and it made me"
"2949",10,"and it turned out"
"2950",10,"and let us know"
"2951",10,"and not just because"
"2952",10,"and spread the word"
"2953",10,"and went on to"
"2954",10,"and you know it"
"2955",10,"appears to be a"
"2956",10,"appears to be the"
"2957",10,"are expected to be"
"2958",10,"are having a great"
"2959",10,"are not going to"
"2960",10,"are you waiting for"
"2961",10,"around the same time"
"2962",10,"as a form of"
"2963",10,"as if they were"
"2964",10,"as it has been"
"2965",10,"as much as a"
"2966",10,"as part of an"
"2967",10,"at in the morning"
"2968",10,"at least some of"
"2969",10,"at one of the"
"2970",10,"at the forefront of"
"2971",10,"at the hands of"
"2972",10,"back to the hotel"
"2973",10,"be a good thing"
"2974",10,"be able to afford"
"2975",10,"be able to help"
"2976",10,"because it is a"
"2977",10,"beginning of the year"
"2978",10,"big shout out to"
"2979",10,"blame it on the"
"2980",10,"but i do know"
"2981",10,"but i dont want"
"2982",10,"but it could be"
"2983",10,"but most of all"
"2984",10,"but there are some"
"2985",10,"but there was no"
"2986",10,"but we have to"
"2987",10,"calories g protein g"
"2988",10,"cant tell you how"
"2989",10,"cant wait to share"
"2990",10,"cant wait to start"
"2991",10,"check it out i"
"2992",10,"check us out at"
"2993",10,"chief executive of the"
"2994",10,"come to think of"
"2995",10,"day at a time"
"2996",10,"days in a row"
"2997",10,"did a lot of"
"2998",10,"did not have the"
"2999",10,"didnt want to be"
"3000",10,"do my best to"
"3001",10,"do you think the"
"3002",10,"doesn’t have to be"
"3003",10,"doing a lot of"
"3004",10,"dont give a shit"
"3005",10,"dont have time to"
"3006",10,"dont know what that"
"3007",10,"driving under the influence"
"3008",10,"earlier in the day"
"3009",10,"earlier in the week"
"3010",10,"even if it is"
"3011",10,"even if it means"
"3012",10,"every once in a"
"3013",10,"finished a mi run"
"3014",10,"first time in a"
"3015",10,"first time in the"
"3016",10,"follow me i follow"
"3017",10,"for a total of"
"3018",10,"for about an hour"
"3019",10,"for about minutes or"
"3020",10,"for it to be"
"3021",10,"for me to go"
"3022",10,"for more information contact"
"3023",10,"for some reason the"
"3024",10,"for spreading the word"
"3025",10,"for the follow looking"
"3026",10,"for the love of"
"3027",10,"for the next one"
"3028",10,"for the past few"
"3029",10,"for the th time"
"3030",10,"from all of us"
"3031",10,"g saturated fat mg"
"3032",10,"gearing up for the"
"3033",10,"get back to you"
"3034",10,"get me started on"
"3035",10,"get me wrong i"
"3036",10,"get out of this"
"3037",10,"get out there and"
"3038",10,"get rid of the"
"3039",10,"get the job done"
"3040",10,"get used to it"
"3041",10,"getting a lot of"
"3042",10,"getting ready for a"
"3043",10,"getting ready to go"
"3044",10,"give a shout out"
"3045",10,"give us a call"
"3046",10,"go down to the"
"3047",10,"going to be one"
"3048",10,"going to be very"
"3049",10,"going to try and"
"3050",10,"good morning to you"
"3051",10,"good to be true"
"3052",10,"good to hear from"
"3053",10,"good to know that"
"3054",10,"got in the car"
"3055",10,"had a hard time"
"3056",10,"had one of the"
"3057",10,"had to deal with"
"3058",10,"happy birthday to the"
"3059",10,"happy cinco de mayo"
"3060",10,"hard for me to"
"3061",10,"has been charged with"
"3062",10,"has never been a"
"3063",10,"has no idea what"
"3064",10,"has the ability to"
"3065",10,"has the right to"
"3066",10,"have a nice day"
"3067",10,"have access to the"
"3068",10,"have been a lot"
"3069",10,"have to figure out"
"3070",10,"have to think about"
"3071",10,"have to wait until"
"3072",10,"he didnt want to"
"3073",10,"he looked at me"
"3074",10,"he said of the"
"3075",10,"he was on the"
"3076",10,"hit me up for"
"3077",10,"hope everyone has a"
"3078",10,"hope you are well"
"3079",10,"hope you enjoyed the"
"3080",10,"how i feel about"
"3081",10,"i am done with"
"3082",10,"i am in a"
"3083",10,"i am in the"
"3084",10,"i am sure that"
"3085",10,"i can do is"
"3086",10,"i can get a"
"3087",10,"i can see it"
"3088",10,"i cant believe its"
"3089",10,"i could be there"
"3090",10,"i decided to go"
"3091",10,"i decided to make"
"3092",10,"i do not like"
"3093",10,"i dont care what"
"3094",10,"i dont know whats"
"3095",10,"i dont know who"
"3096",10,"i feel bad for"
"3097",10,"i get a follow"
"3098",10,"i got a new"
"3099",10,"i got out of"
"3100",10,"i had a good"
"3101",10,"i had to have"
"3102",10,"i had to stop"
"3103",10,"i have a hard"
"3104",10,"i have a very"
"3105",10,"i have been a"
"3106",10,"i have been working"
"3107",10,"i have had the"
"3108",10,"i have so much"
"3109",10,"i have to take"
"3110",10,"i hope i can"
"3111",10,"i hope you enjoy"
"3112",10,"i hope you like"
"3113",10,"i just finished a"
"3114",10,"i just had a"
"3115",10,"i just woke up"
"3116",10,"i know its a"
"3117",10,"i know you are"
"3118",10,"i might have to"
"3119",10,"i miss you so"
"3120",10,"i need a new"
"3121",10,"i need to start"
"3122",10,"i said i was"
"3123",10,"i still have to"
"3124",10,"i think about it"
"3125",10,"i think we can"
"3126",10,"i think we have"
"3127",10,"i think you are"
"3128",10,"i thought they were"
"3129",10,"i thought to myself"
"3130",10,"i used to think"
"3131",10,"i want to live"
"3132",10,"i wanted to have"
"3133",10,"i was a bit"
"3134",10,"i was having a"
"3135",10,"i was ready to"
"3136",10,"i was so excited"
"3137",10,"i was the only"
"3138",10,"i will be able"
"3139",10,"i will continue to"
"3140",10,"i will give you"
"3141",10,"i will try to"
"3142",10,"i wish i knew"
"3143",10,"i would have liked"
"3144",10,"i would love it"
"3145",10,"if i were to"
"3146",10,"if you had a"
"3147",10,"if you think you"
"3148",10,"if youre in the"
"3149",10,"ill be able to"
"3150",10,"ill be sure to"
"3151",10,"im going to sleep"
"3152",10,"im not sure how"
"3153",10,"im really looking forward"
"3154",10,"in a big way"
"3155",10,"in a statement the"
"3156",10,"in a written statement"
"3157",10,"in any of the"
"3158",10,"in high school i"
"3159",10,"in one of his"
"3160",10,"in response to a"
"3161",10,"in spite of the"
"3162",10,"in st louis county"
"3163",10,"in the early days"
"3164",10,"in the end the"
"3165",10,"in the field of"
"3166",10,"in the fight against"
"3167",10,"in the first game"
"3168",10,"in the first period"
"3169",10,"in the first three"
"3170",10,"in the heat of"
"3171",10,"in the interest of"
"3172",10,"in the last decade"
"3173",10,"in the last two"
"3174",10,"in the last year"
"3175",10,"in the meantime i"
"3176",10,"in the meantime the"
"3177",10,"in the room and"
"3178",10,"in the world but"
"3179",10,"in the world that"
"3180",10,"inputle inch in let"
"3181",10,"into the hands of"
"3182",10,"is as good as"
