"","sort.n2gramstats..decreasing...T.","last"
"9958",43,"the cast"
"9959",43,"the cavs"
"9960",43,"the clippers"
"9961",43,"the companies"
"9962",43,"the concept"
"9963",43,"the debt"
"9964",43,"the doors"
"9965",43,"the ers"
"9966",43,"the hill"
"9967",43,"the normal"
"9968",43,"the paint"
"9969",43,"the practice"
"9970",43,"the proper"
"9971",43,"the research"
"9972",43,"the retweet"
"9973",43,"the scenes"
"9974",43,"the sport"
"9975",43,"the valley"
"9976",43,"the victory"
"9977",43,"them we"
"9978",43,"them were"
"9979",43,"these were"
"9980",43,"they only"
"9981",43,"things for"
"9982",43,"this last"
"9983",43,"thought they"
"9984",43,"thrilled to"
"9985",43,"time or"
"9986",43,"to destroy"
"9987",43,"to host"
"9988",43,"to recognize"
"9989",43,"to register"
"9990",43,"to rise"
"9991",43,"to shop"
"9992",43,"today on"
"9993",43,"together i"
"9994",43,"travel to"
"9995",43,"tuesday the"
"9996",43,"until then"
"9997",43,"up here"
"9998",43,"via the"
"9999",43,"way with"
"10000",43,"we knew"
"10001",43,"we say"
"10002",43,"were working"
"10003",43,"whom i"
"10004",43,"without it"
"10005",43,"world peace"
"10006",43,"world that"
"10007",43,"would rather"
"10008",43,"year a"
"10009",43,"year before"
"10010",43,"you hate"
"10011",43,"you learn"
"10012",43,"you play"
"10013",43,"you win"
"10014",43,"your dreams"
"10015",43,"your house"
"10016",43,"yr old"
"10017",42,"a and"
"10018",42,"a blessing"
"10019",42,"a contract"
"10020",42,"a form"
"10021",42,"a live"
"10022",42,"a process"
"10023",42,"a professor"
"10024",42,"a shout"
"10025",42,"a title"
"10026",42,"— which"
"10027",42,"about i"
"10028",42,"account of"
"10029",42,"all had"
"10030",42,"all he"
"10031",42,"also to"
"10032",42,"also will"
"10033",42,"am looking"
"10034",42,"am trying"
"10035",42,"an even"
"10036",42,"and before"
"10037",42,"and need"
"10038",42,"and personal"
"10039",42,"and rebounds"
"10040",42,"and st"
"10041",42,"and such"
"10042",42,"and third"
"10043",42,"and wait"
"10044",42,"any chance"
"10045",42,"any kind"
"10046",42,"are taking"
"10047",42,"at which"
"10048",42,"attack on"
"10049",42,"away for"
"10050",42,"be quite"
"10051",42,"been going"
"10052",42,"been playing"
"10053",42,"believe me"
"10054",42,"blessed to"
"10055",42,"boys and"
"10056",42,"business is"
"10057",42,"but instead"
"10058",42,"card i"
"10059",42,"catch the"
"10060",42,"change of"
"10061",42,"city has"
"10062",42,"color and"
"10063",42,"condition of"
"10064",42,"did have"
"10065",42,"dinner at"
"10066",42,"do nothing"
"10067",42,"doing and"
"10068",42,"dont mind"
"10069",42,"drawn to"
"10070",42,"enough and"
"10071",42,"enough i"
"10072",42,"even get"
"10073",42,"everyone and"
"10074",42,"explain why"
"10075",42,"faith and"
"10076",42,"fans of"
"10077",42,"feel about"
"10078",42,"feeling the"
"10079",42,"followed the"
"10080",42,"for doing"
"10081",42,"for long"
"10082",42,"for taking"
"10083",42,"forget that"
"10084",42,"free agent"
"10085",42,"funny how"
"10086",42,"get his"
"10087",42,"gives the"
"10088",42,"giving away"
"10089",42,"glad we"
"10090",42,"go over"
"10091",42,"gotta be"
"10092",42,"great meeting"
"10093",42,"green and"
"10094",42,"has two"
"10095",42,"have spent"
"10096",42,"he became"
"10097",42,"heard it"
"10098",42,"help it"
"10099",42,"her blog"
"10100",42,"his th"
"10101",42,"hope he"
"10102",42,"hopes of"
"10103",42,"i kind"
"10104",42,"i lived"
"10105",42,"i not"
"10106",42,"i pray"
"10107",42,"i stopped"
"10108",42,"i’m just"
"10109",42,"idea i"
"10110",42,"in federal"
"10111",42,"in germany"
"10112",42,"in mexico"
"10113",42,"in newark"
"10114",42,"in peace"
"10115",42,"income tax"
"10116",42,"is completely"
"10117",42,"is different"
"10118",42,"is down"
"10119",42,"is enough"
"10120",42,"is located"
"10121",42,"is truly"
"10122",42,"it aint"
"10123",42,"it became"
"10124",42,"it didn’t"
"10125",42,"it today"
"10126",42,"it together"
"10127",42,"its nice"
"10128",42,"just did"
"10129",42,"just fine"
"10130",42,"just hope"
"10131",42,"just said"
"10132",42,"kids who"
"10133",42,"killed by"
"10134",42,"killing me"
"10135",42,"later that"
"10136",42,"layer of"
"10137",42,"light on"
"10138",42,"like many"
"10139",42,"line up"
"10140",42,"little boy"
"10141",42,"living with"
"10142",42,"march th"
"10143",42,"me get"
"10144",42,"me no"
"10145",42,"meaning to"
"10146",42,"my ipod"
"10147",42,"my moms"
"10148",42,"nearly as"
"10149",42,"not this"
"10150",42,"note the"
"10151",42,"now lol"
"10152",42,"of hours"
"10153",42,"of mind"
"10154",42,"of red"
"10155",42,"of u"
"10156",42,"old school"
"10157",42,"on behalf"
"10158",42,"on something"
"10159",42,"only on"
"10160",42,"or email"
"10161",42,"or it"
"10162",42,"osama bin"
"10163",42,"our best"
"10164",42,"page of"
"10165",42,"per day"
"10166",42,"pick a"
"10167",42,"place a"
"10168",42,"place that"
"10169",42,"post about"
"10170",42,"posted a"
"10171",42,"problems and"
"10172",42,"property tax"
"10173",42,"provide the"
"10174",42,"raise the"
"10175",42,"ranging from"
"10176",42,"reaction to"
"10177",42,"really just"
"10178",42,"really know"
"10179",42,"relationship between"
"10180",42,"request for"
"10181",42,"rights of"
"10182",42,"running a"
"10183",42,"runs the"
"10184",42,"say something"
"10185",42,"season he"
"10186",42,"services and"
"10187",42,"shit is"
"10188",42,"shows the"
"10189",42,"site is"
"10190",42,"so damn"
"10191",42,"something is"
"10192",42,"speaking to"
"10193",42,"start my"
"10194",42,"started out"
"10195",42,"starts to"
"10196",42,"story the"
"10197",42,"straight to"
"10198",42,"subject of"
"10199",42,"such thing"
"10200",42,"sure he"
"10201",42,"take up"
"10202",42,"takes place"
"10203",42,"talk with"
"10204",42,"that got"
"10205",42,"that included"
"10206",42,"that matter"
"10207",42,"that need"
"10208",42,"the a"
"10209",42,"the angels"
"10210",42,"the benefits"
"10211",42,"the boston"
"10212",42,"the catholic"
"10213",42,"the fish"
"10214",42,"the hair"
"10215",42,"the ingredients"
"10216",42,"the mixture"
"10217",42,"the pattern"
"10218",42,"the rate"
"10219",42,"the ravens"
"10220",42,"the republicans"
"10221",42,"the security"
"10222",42,"the success"
"10223",42,"the teacher"
"10224",42,"the text"
"10225",42,"the writing"
"10226",42,"themselves in"
"10227",42,"things on"
"10228",42,"this am"
"10229",42,"this because"
"10230",42,"this issue"
"10231",42,"this report"
"10232",42,"through all"
"10233",42,"to communicate"
"10234",42,"to establish"
"10235",42,"to invest"
"10236",42,"to operate"
"10237",42,"to pursue"
"10238",42,"to submit"
"10239",42,"to succeed"
"10240",42,"to years"
"10241",42,"today its"
"10242",42,"treatment of"
"10243",42,"true and"
"10244",42,"two men"
"10245",42,"u like"
"10246",42,"up im"
"10247",42,"up like"
"10248",42,"us district"
"10249",42,"us have"
"10250",42,"us your"
"10251",42,"use your"
"10252",42,"want them"
"10253",42,"war on"
"10254",42,"was coming"
"10255",42,"was making"
"10256",42,"was much"
"10257",42,"we came"
"10258",42,"we use"
"10259",42,"wed love"
"10260",42,"weeks in"
"10261",42,"west side"
"10262",42,"where people"
"10263",42,"while im"
"10264",42,"who he"
"10265",42,"will definitely"
"10266",42,"wish we"
"10267",42,"with to"
"10268",42,"with u"
"10269",42,"word and"
"10270",42,"work as"
"10271",42,"would mean"
"10272",42,"yes and"
"10273",42,"yes its"
"10274",42,"your music"
"10275",42,"youre on"
"10276",41,"a birthday"
"10277",41,"a check"
"10278",41,"a church"
"10279",41,"a grand"
"10280",41,"a growing"
"10281",41,"a press"
"10282",41,"a scene"
"10283",41,"a shoutout"
"10284",41,"about some"
"10285",41,"absence of"
"10286",41,"accompanied by"
"10287",41,"all her"
"10288",41,"all there"
"10289",41,"almost as"
"10290",41,"almost every"
"10291",41,"also was"
"10292",41,"am at"
"10293",41,"american idol"
"10294",41,"among other"
"10295",41,"an annual"
"10296",41,"and although"
"10297",41,"and blue"
"10298",41,"and called"
"10299",41,"and chief"
"10300",41,"and eating"
"10301",41,"and free"
"10302",41,"and know"
"10303",41,"and probably"
"10304",41,"and small"
"10305",41,"and using"
"10306",41,"and walk"
"10307",41,"and write"
"10308",41,"and youll"
"10309",41,"are interested"
"10310",41,"are used"
"10311",41,"are what"
"10312",41,"around am"
"10313",41,"around i"
"10314",41,"at to"
"10315",41,"authority to"
"10316",41,"away a"
"10317",41,"be closed"
"10318",41,"be different"
"10319",41,"been out"
"10320",41,"been used"
"10321",41,"board and"
"10322",41,"books i"
"10323",41,"bring back"
"10324",41,"bring me"
"10325",41,"brought the"
"10326",41,"brown and"
"10327",41,"but maybe"
"10328",41,"by any"
"10329",41,"by myself"
"10330",41,"by then"
"10331",41,"can call"
"10332",41,"cant make"
"10333",41,"children with"
"10334",41,"come into"
"10335",41,"contract with"
"10336",41,"cool and"
"10337",41,"do like"
"10338",41,"doesnt know"
"10339",41,"done so"
"10340",41,"dont take"
"10341",41,"dressed in"
"10342",41,"during an"
"10343",41,"early for"
"10344",41,"economy and"
"10345",41,"elements of"
"10346",41,"eligible for"
"10347",41,"especially for"
"10348",41,"events in"
"10349",41,"families and"
"10350",41,"family the"
"10351",41,"first book"
"10352",41,"focuses on"
"10353",41,"follow i"
"10354",41,"for giving"
"10355",41,"for helping"
"10356",41,"for spring"
"10357",41,"friday morning"
"10358",41,"friends of"
"10359",41,"from where"
"10360",41,"funny and"
"10361",41,"game he"
"10362",41,"games with"
"10363",41,"gave a"
"10364",41,"get involved"
"10365",41,"given that"
"10366",41,"had any"
"10367",41,"had lost"
"10368",41,"hair is"
"10369",41,"happy that"
"10370",41,"has lost"
"10371",41,"has since"
"10372",41,"have great"
"10373",41,"have him"
"10374",41,"have learned"
"10375",41,"he used"
"10376",41,"himself and"
"10377",41,"his car"
"10378",41,"his time"
"10379",41,"home at"
"10380",41,"hosted by"
"10381",41,"hour of"
"10382",41,"i created"
"10383",41,"i hit"
"10384",41,"i prefer"
"10385",41,"i seriously"
"10386",41,"i’d like"
"10387",41,"ideas and"
"10388",41,"if all"
"10389",41,"if youd"
"10390",41,"im taking"
"10391",41,"in god"
"10392",41,"in phoenix"
"10393",41,"in she"
"10394",41,"is perfect"
"10395",41,"is their"
"10396",41,"is way"
"10397",41,"it starts"
"10398",41,"it’s like"
"10399",41,"its called"
"10400",41,"its kind"
"10401",41,"its your"
"10402",41,"job as"
"10403",41,"join in"
"10404",41,"just over"
"10405",41,"just told"
"10406",41,"just two"
"10407",41,"know all"
"10408",41,"least two"
"10409",41,"lets make"
"10410",41,"load of"
"10411",41,"lol we"
"10412",41,"looks at"
"10413",41,"looks good"
"10414",41,"looks great"
"10415",41,"making my"
"10416",41,"many many"
"10417",41,"me one"
"10418",41,"me thanks"
"10419",41,"me through"
"10420",41,"mention that"
"10421",41,"message to"
"10422",41,"monday to"
"10423",41,"more expensive"
"10424",41,"movie i"
"10425",41,"my future"
"10426",41,"my goal"
"10427",41,"need your"
"10428",41,"never mind"
"10429",41,"next morning"
"10430",41,"no not"
"10431",41,"no real"
"10432",41,"no the"
"10433",41,"not immediately"
"10434",41,"not ready"
"10435",41,"of march"
"10436",41,"of ohio"
"10437",41,"of police"
"10438",41,"of using"
"10439",41,"of young"
"10440",41,"off their"
"10441",41,"once they"
"10442",41,"or may"
"10443",41,"other in"
"10444",41,"out more"
"10445",41,"out today"
"10446",41,"over i"
"10447",41,"over with"
"10448",41,"over your"
"10449",41,"place is"
"10450",41,"points out"
"10451",41,"pretty well"
"10452",41,"program in"
"10453",41,"public library"
"10454",41,"public school"
"10455",41,"put your"
"10456",41,"reading and"
"10457",41,"real and"
"10458",41,"really liked"
"10459",41,"really think"
"10460",41,"red and"
"10461",41,"remember what"
"10462",41,"resulted in"
"10463",41,"resulting in"
"10464",41,"results in"
"10465",41,"right but"
"10466",41,"rise in"
"10467",41,"rt a"
"10468",41,"rt and"
"10469",41,"running out"
"10470",41,"sales and"
"10471",41,"saw your"
"10472",41,"say im"
"10473",41,"say in"
"10474",41,"scared of"
"10475",41,"see his"
"10476",41,"see ya"
"10477",41,"serves as"
"10478",41,"several months"
"10479",41,"she needs"
"10480",41,"sheriffs office"
"10481",41,"show this"
"10482",41,"so no"
"10483",41,"so with"
"10484",41,"some serious"
"10485",41,"soon and"
"10486",41,"still working"
"10487",41,"stretch of"
"10488",41,"struck out"
"10489",41,"stuck with"
"10490",41,"stuff is"
"10491",41,"success in"
"10492",41,"sure but"
"10493",41,"take away"
"10494",41,"take them"
"10495",41,"taken from"
"10496",41,"tale of"
"10497",41,"that happen"
"10498",41,"that lol"
"10499",41,"the bottle"
"10500",41,"the choice"
"10501",41,"the construction"
"10502",41,"the cool"
"10503",41,"the correct"
"10504",41,"the easiest"
"10505",41,"the famous"
"10506",41,"the forest"
"10507",41,"the gulf"
"10508",41,"the items"
"10509",41,"the justice"
"10510",41,"the mass"
"10511",41,"the mind"
"10512",41,"the oil"
"10513",41,"the owners"
"10514",41,"the performance"
"10515",41,"the physical"
"10516",41,"the puck"
"10517",41,"the rear"
"10518",41,"the rose"
"10519",41,"the safety"
"10520",41,"the senior"
"10521",41,"the stairs"
"10522",41,"the tea"
"10523",41,"the winners"
"10524",41,"them down"
"10525",41,"themselves and"
"10526",41,"there too"
"10527",41,"they gave"
"10528",41,"theyve been"
"10529",41,"think ive"
"10530",41,"threatened to"
"10531",41,"thursday in"
"10532",41,"thus far"
"10533",41,"to attack"
"10534",41,"to capture"
"10535",41,"to court"
"10536",41,"to donate"
"10537",41,"to fund"
"10538",41,"to introduce"
"10539",41,"to la"
"10540",41,"to quit"
"10541",41,"to record"
"10542",41,"to represent"
"10543",41,"to rock"
"10544",41,"to shut"
"10545",41,"to spread"
"10546",41,"tomorrow morning"
"10547",41,"tonight on"
"10548",41,"too big"
"10549",41,"too busy"
"10550",41,"too hard"
"10551",41,"top with"
"10552",41,"touch of"
"10553",41,"try a"
"10554",41,"try the"
"10555",41,"turned the"
"10556",41,"up now"
"10557",41,"us is"
"10558",41,"vision of"
"10559",41,"voice of"
"10560",41,"want that"
"10561",41,"wanted the"
"10562",41,"war and"
"10563",41,"was asked"
"10564",41,"was time"
"10565",41,"we met"
"10566",41,"we played"
"10567",41,"website and"
"10568",41,"well if"
"10569",41,"well we"
"10570",41,"what people"
"10571",41,"when this"
"10572",41,"while at"
"10573",41,"whitney houston"
"10574",41,"will host"
"10575",41,"will let"
"10576",41,"will provide"
"10577",41,"with five"
"10578",41,"with lots"
"10579",41,"woman and"
"10580",41,"women are"
"10581",41,"word for"
"10582",41,"would help"
"10583",41,"wrong i"
"10584",41,"yes im"
"10585",41,"you he"
"10586",41,"you liked"
"10587",41,"you of"
"10588",41,"you spend"
"10589",41,"you stay"
"10590",41,"youd be"
"10591",41,"your welcome"
"10592",41,"youre so"
"10593",41,"yourself to"
"10594",40,"a critical"
"10595",40,"a fabulous"
"10596",40,"a hundred"
"10597",40,"a i"
"10598",40,"a lesson"
"10599",40,"a longtime"
"10600",40,"a mom"
"10601",40,"a shit"
"10602",40,"a spokeswoman"
"10603",40,"a tad"
"10604",40,"a th"
"10605",40,"a tv"
"10606",40,"above and"
"10607",40,"after we"
"10608",40,"always had"
"10609",40,"and beautiful"
"10610",40,"and best"
"10611",40,"and cheese"
"10612",40,"and create"
"10613",40,"and john"
"10614",40,"and private"
"10615",40,"and th"
"10616",40,"announced the"
"10617",40,"another and"
"10618",40,"another great"
"10619",40,"anything you"
"10620",40,"are happy"
"10621",40,"are part"
"10622",40,"are well"
"10623",40,"at each"
"10624",40,"back a"
"10625",40,"back down"
"10626",40,"band and"
"10627",40,"be around"
"10628",40,"be cool"
"10629",40,"be hard"
"10630",40,"be home"
"10631",40,"be over"
"10632",40,"be put"
"10633",40,"been through"
"10634",40,"blog is"
"10635",40,"books that"
"10636",40,"bound to"
"10637",40,"bowl and"
"10638",40,"break from"
"10639",40,"but have"
"10640",40,"but nothing"
"10641",40,"by those"
"10642",40,"call or"
"10643",40,"can give"
"10644",40,"can talk"
"10645",40,"cards and"
"10646",40,"care to"
"10647",40,"career in"
"10648",40,"charter schools"
"10649",40,"climate change"
"10650",40,"college in"
"10651",40,"come here"
"10652",40,"comes back"
"10653",40,"costs of"
"10654",40,"creation of"
"10655",40,"cut in"
"10656",40,"damage to"
"10657",40,"dealt with"
"10658",40,"description of"
"10659",40,"didnt go"
"10660",40,"do on"
"10661",40,"doesn’t have"
"10662",40,"done this"
"10663",40,"dont tell"
"10664",40,"emphasis on"
"10665",40,"experience with"
"10666",40,"family i"
"10667",40,"farmers market"
"10668",40,"feel bad"
"10669",40,"fewer than"
"10670",40,"fighting for"
"10671",40,"find me"
"10672",40,"followed me"
"10673",40,"for great"
"10674",40,"for is"
"10675",40,"four times"
"10676",40,"friend i"
"10677",40,"friends in"
"10678",40,"fuck up"
"10679",40,"fun with"
"10680",40,"getting better"
"10681",40,"girls are"
"10682",40,"given me"
"10683",40,"gives us"
"10684",40,"glimpse of"
"10685",40,"goin to"
"10686",40,"good about"
"10687",40,"good or"
"10688",40,"government has"
"10689",40,"guess the"
"10690",40,"have access"
"10691",40,"have changed"
"10692",40,"have now"
"10693",40,"he began"
"10694",40,"he then"
"10695",40,"he tried"
"10696",40,"he won"
"10697",40,"help him"
"10698",40,"help in"
"10699",40,"her back"
"10700",40,"hes just"
"10701",40,"high and"
"10702",40,"his body"
"10703",40,"his death"
"10704",40,"his left"
"10705",40,"how old"
"10706",40,"i moved"
"10707",40,"i sit"
"10708",40,"i’ve never"
"10709",40,"ignore the"
"10710",40,"ill give"
"10711",40,"illegal immigrants"
"10712",40,"im already"
"10713",40,"im hungry"
"10714",40,"im out"
"10715",40,"im starting"
"10716",40,"im with"
"10717",40,"in black"
"10718",40,"in england"
"10719",40,"in getting"
"10720",40,"in houston"
"10721",40,"in how"
"10722",40,"in las"
"10723",40,"in several"
"10724",40,"information to"
"10725",40,"is fine"
"10726",40,"is whether"
"10727",40,"it any"
"10728",40,"it hurts"
"10729",40,"it once"
"10730",40,"jersey shore"
"10731",40,"just hit"
"10732",40,"just might"
"10733",40,"kept the"
"10734",40,"kind words"
"10735",40,"last of"
"10736",40,"later and"
"10737",40,"law is"
"10738",40,"life has"
"10739",40,"likely be"
"10740",40,"long for"
"10741",40,"long i"
"10742",40,"lost his"
"10743",40,"lot in"
"10744",40,"love in"
"10745",40,"made her"
"10746",40,"makes them"
"10747",40,"many thanks"
"10748",40,"march the"
"10749",40,"me laugh"
"10750",40,"me thats"
"10751",40,"meaning of"
"10752",40,"means a"
"10753",40,"meanwhile the"
"10754",40,"might just"
"10755",40,"miles from"
"10756",40,"more importantly"
"10757",40,"my boy"
"10758",40,"my cat"
"10759",40,"my tweets"
"10760",40,"never let"
"10761",40,"not come"
"10762",40,"not looking"
"10763",40,"not true"
"10764",40,"nothing else"
"10765",40,"of congress"
"10766",40,"of hope"
"10767",40,"of someone"
"10768",40,"of trying"
"10769",40,"often the"
"10770",40,"okay so"
"10771",40,"oklahoma city"
"10772",40,"on jan"
"10773",40,"on vacation"
"10774",40,"one hand"
"10775",40,"only that"
"10776",40,"onto a"
"10777",40,"open house"
"10778",40,"opened a"
"10779",40,"opposition to"
"10780",40,"oregon state"
"10781",40,"our country"
"10782",40,"pages of"
"10783",40,"people but"
"10784",40,"performance in"
"10785",40,"person that"
"10786",40,"play it"
"10787",40,"players in"
"10788",40,"provides a"
"10789",40,"public health"
"10790",40,"question i"
"10791",40,"questions and"
"10792",40,"quick and"
"10793",40,"ran out"
"10794",40,"read in"
"10795",40,"really hope"
"10796",40,"really well"
"10797",40,"replace the"
"10798",40,"represent the"
"10799",40,"republican party"
"10800",40,"responding to"
"10801",40,"right before"
"10802",40,"rooting for"
"10803",40,"run on"
"10804",40,"said for"
"10805",40,"said friday"
"10806",40,"salt lake"
"10807",40,"say so"
"10808",40,"school students"
"10809",40,"served with"
"10810",40,"shes not"
"10811",40,"side to"
"10812",40,"signed a"
"10813",40,"since that"
"10814",40,"since when"
"10815",40,"so do"
"10816",40,"so sweet"
"10817",40,"so whats"
"10818",40,"some money"
"10819",40,"space and"
"10820",40,"started a"
"10821",40,"still love"
"10822",40,"style of"
"10823",40,"suppose to"
"10824",40,"system to"
"10825",40,"taken by"
"10826",40,"thank goodness"
"10827",40,"that an"
"10828",40,"that be"
"10829",40,"that come"
"10830",40,"that i’ve"
"10831",40,"that person"
"10832",40,"thats it"
"10833",40,"the announcement"
"10834",40,"the basement"
"10835",40,"the bigger"
"10836",40,"the bike"
"10837",40,"the birth"
"10838",40,"the bright"
"10839",40,"the colors"
"10840",40,"the courage"
"10841",40,"the director"
"10842",40,"the doctors"
"10843",40,"the effects"
"10844",40,"the enemy"
"10845",40,"the farm"
"10846",40,"the fear"
"10847",40,"the folks"
"10848",40,"the fridge"
"10849",40,"the info"
"10850",40,"the olympics"
"10851",40,"the patriots"
"10852",40,"the shows"
"10853",40,"the sugar"
"10854",40,"the suit"
"10855",40,"the tiny"
"10856",40,"the tweet"
"10857",40,"them this"
"10858",40,"there might"
"10859",40,"they didn’t"
"10860",40,"they use"
"10861",40,"things happen"
"10862",40,"think youre"
"10863",40,"thinking that"
"10864",40,"this should"
"10865",40,"those were"
"10866",40,"thought this"
"10867",40,"tim tebow"
"10868",40,"to attract"
"10869",40,"to chicago"
"10870",40,"to clear"
"10871",40,"to commit"
"10872",40,"to light"
"10873",40,"to want"
"10874",40,"told police"
"10875",40,"tomorrow for"
"10876",40,"trees and"
"10877",40,"under my"
"10878",40,"very close"
"10879",40,"video games"
"10880",40,"want more"
"10881",40,"was hoping"
"10882",40,"was left"
"10883",40,"way around"
"10884",40,"way more"
"10885",40,"we appreciate"
"10886",40,"we can’t"
"10887",40,"we put"
"10888",40,"well so"
"10889",40,"were being"
"10890",40,"were gonna"
"10891",40,"were only"
"10892",40,"were too"
"10893",40,"which it"
"10894",40,"whole new"
"10895",40,"will run"
"10896",40,"will use"
"10897",40,"with for"
"10898",40,"with left"
"10899",40,"with several"
"10900",40,"works in"
"10901",40,"would happen"
"10902",40,"wrote about"
"10903",40,"yeah but"
"10904",40,"you here"
"10905",40,"you thank"
"10906",40,"you very"
"10907",39,"a bike"
"10908",39,"a bright"
"10909",39,"a christian"
"10910",39,"a college"
"10911",39,"a green"
"10912",39,"a minimum"
"10913",39,"a music"
"10914",39,"a power"
"10915",39,"a rock"
"10916",39,"a role"
"10917",39,"a source"
"10918",39,"a stranger"
"10919",39,"a touch"
"10920",39,"a treat"
"10921",39,"about these"
"10922",39,"about three"
"10923",39,"again with"
"10924",39,"all out"
"10925",39,"america and"
"10926",39,"among them"
"10927",39,"an a"
"10928",39,"an alternative"
"10929",39,"an ipad"
"10930",39,"an online"
"10931",39,"and bad"
"10932",39,"and five"
"10933",39,"and money"
"10934",39,"and open"
"10935",39,"and ran"
"10936",39,"any one"
"10937",39,"anything and"
"10938",39,"anything like"
"10939",39,"apply to"
"10940",39,"approved by"
"10941",39,"are free"
"10942",39,"are other"
"10943",39,"are usually"
"10944",39,"around on"
"10945",39,"as bad"
"10946",39,"be coming"
"10947",39,"be his"
"10948",39,"be looking"
"10949",39,"be successful"
"10950",39,"been told"
"10951",39,"been up"
"10952",39,"being used"
"10953",39,"best i"
"10954",39,"bet you"
"10955",39,"birth to"
"10956",39,"bits of"
"10957",39,"books are"
"10958",39,"break up"
"10959",39,"bring your"
"10960",39,"but an"
"10961",39,"but before"
"10962",39,"but didnt"
"10963",39,"butter and"
"10964",39,"call in"
"10965",39,"catch a"
"10966",39,"center is"
"10967",39,"comfortable with"
"10968",39,"convinced that"
"10969",39,"costs and"
"10970",39,"courage to"
"10971",39,"course and"
"10972",39,"course it"
"10973",39,"creates a"
"10974",39,"cute and"
"10975",39,"day its"
"10976",39,"day weekend"
"10977",39,"develop a"
"10978",39,"did my"
"10979",39,"didnt really"
"10980",39,"do any"
"10981",39,"do everything"
"10982",39,"do their"
"10983",39,"doesnt want"
"10984",39,"dogs and"
"10985",39,"dont remember"
"10986",39,"each week"
"10987",39,"early morning"
"10988",39,"everything about"
"10989",39,"factor in"
"10990",39,"fall into"
"10991",39,"featured in"
"10992",39,"fell to"
"10993",39,"first game"
"10994",39,"fix it"
"10995",39,"floor of"
"10996",39,"for decades"
"10997",39,"for five"
"10998",39,"found this"
"10999",39,"from time"
"11000",39,"fruit and"
"11001",39,"get here"
"11002",39,"get paid"
"11003",39,"go from"
"11004",39,"goes out"
"11005",39,"going up"
"11006",39,"graduated from"
"11007",39,"ground and"
"11008",39,"group in"
"11009",39,"guess it"
"11010",39,"guys and"
"11011",39,"had left"
"11012",39,"had me"
"11013",39,"happy i"
"11014",39,"he looks"
"11015",39,"he turned"
"11016",39,"he wont"
"11017",39,"head on"
"11018",39,"hear a"
"11019",39,"heart i"
"11020",39,"heart is"
"11021",39,"held on"
"11022",39,"him back"
"11023",39,"him it"
"11024",39,"his hand"
"11025",39,"his heart"
"11026",39,"his most"
"11027",39,"his voice"
"11028",39,"hit up"
"11029",39,"hits the"
"11030",39,"hope and"
"11031",39,"hours after"
"11032",39,"house with"
"11033",39,"i cried"
"11034",39,"i mention"
"11035",39,"in over"
"11036",39,"in philadelphia"
"11037",39,"in they"
"11038",39,"invested in"
"11039",39,"is bad"
"11040",39,"is growing"
"11041",39,"is kind"
"11042",39,"issues with"
"11043",39,"it clear"
"11044",39,"it difficult"
"11045",39,"it sure"
"11046",39,"it’s hard"
"11047",39,"its never"
"11048",39,"its okay"
"11049",39,"june the"
"11050",39,"just look"
"11051",39,"just realized"
"11052",39,"keep going"
"11053",39,"keep their"
"11054",39,"keep us"
"11055",39,"lady gaga"
"11056",39,"last couple"
"11057",39,"least in"
"11058",39,"life so"
"11059",39,"like she"
"11060",39,"line for"
"11061",39,"little time"
"11062",39,"lol and"
"11063",39,"look on"
"11064",39,"made them"
"11065",39,"make money"
"11066",39,"march and"
"11067",39,"maybe not"
"11068",39,"more from"
"11069",39,"move in"
"11070",39,"movies and"
"11071",39,"much a"
"11072",39,"my big"
"11073",39,"my facebook"
"11074",39,"my fav"
"11075",39,"my favorites"
"11076",39,"my money"
"11077",39,"name in"
"11078",39,"name to"
"11079",39,"nearly a"
"11080",39,"needless to"
"11081",39,"no sense"
"11082",39,"not believe"
"11083",39,"not guilty"
"11084",39,"not think"
"11085",39,"now as"
"11086",39,"now she"
"11087",39,"now thanks"
"11088",39,"of cleveland"
"11089",39,"of humor"
"11090",39,"of six"
"11091",39,"of south"
"11092",39,"off all"
"11093",39,"off work"
"11094",39,"older than"
"11095",39,"on as"
"11096",39,"on or"
"11097",39,"on out"
"11098",39,"only i"
"11099",39,"or get"
"11100",39,"other and"
"11101",39,"others who"
"11102",39,"paid to"
"11103",39,"penn state"
"11104",39,"people just"
"11105",39,"people need"
"11106",39,"people we"
"11107",39,"per game"
"11108",39,"permission to"
"11109",39,"playing at"
"11110",39,"please do"
"11111",39,"problem i"
"11112",39,"program for"
"11113",39,"really great"
"11114",39,"record for"
"11115",39,"respect and"
"11116",39,"rest in"
"11117",39,"ron paul"
"11118",39,"room with"
"11119",39,"said about"
"11120",39,"said thursday"
"11121",39,"said was"
"11122",39,"sales of"
"11123",39,"says but"
"11124",39,"see more"
"11125",39,"seeing a"
"11126",39,"sent you"
"11127",39,"she took"
"11128",39,"should come"
"11129",39,"show with"
"11130",39,"sight of"
"11131",39,"site and"
"11132",39,"sleep and"
"11133",39,"song i"
"11134",39,"spot for"
"11135",39,"st patricks"
"11136",39,"stuff that"
"11137",39,"success is"
"11138",39,"teachers and"
"11139",39,"team i"
"11140",39,"technology and"
"11141",39,"that gives"
"11142",39,"that work"
"11143",39,"the application"
"11144",39,"the arena"
"11145",39,"the attack"
"11146",39,"the authors"
"11147",39,"the cubs"
